timestamp,price,volume,amount
2026-01-02 09:31:17,93.57,649,60727
2026-01-02 09:31:18,93.57,614,57452
2026-01-02 09:31:19,93.57,632,59136
2026-01-02 09:31:20,93.57,699,65405
2026-01-02 09:31:21,93.57,672,62879
2026-01-02 09:31:22,93.57,637,59604
2026-01-02 09:31:23,93.57,630,58949
2026-01-02 09:31:24,93.57,657,61475
2026-01-02 09:31:25,93.57,625,58481
2026-01-02 09:31:26,93.57,626,58575
2026-01-02 09:31:27,93.57,624,58388
2026-01-02 09:31:28,93.57,613,57358
2026-01-02 09:31:29,93.57,617,57733
2026-01-02 09:31:30,93.57,626,58575
2026-01-02 09:31:31,93.57,631,59043
2026-01-02 09:31:32,93.57,637,59604
2026-01-02 09:31:33,93.57,647,60540
2026-01-02 09:31:34,93.57,688,64376
2026-01-02 09:31:35,93.57,647,60540
2026-01-02 09:31:36,93.57,626,58575
2026-01-02 09:31:37,93.57,691,64657
2026-01-02 09:31:38,93.57,672,62879
2026-01-02 09:31:39,93.57,656,61382
2026-01-02 09:31:40,93.57,642,60072
2026-01-02 09:31:41,93.57,642,60072
2026-01-02 09:31:42,93.57,635,59417
2026-01-02 09:31:43,93.57,646,60446
2026-01-02 09:31:44,93.57,642,60072
2026-01-02 09:31:45,93.57,641,59978
2026-01-02 09:31:46,93.57,653,61101
2026-01-02 09:31:47,93.57,658,61569
2026-01-02 09:31:48,93.57,605,56610
2026-01-02 09:31:49,93.57,640,59885
2026-01-02 09:31:50,93.57,679,63534
2026-01-02 09:31:51,93.57,634,59323
2026-01-02 09:31:52,93.57,653,61101
2026-01-02 09:31:53,93.57,602,56329
2026-01-02 09:31:54,93.57,636,59511
2026-01-02 09:31:55,93.57,656,61382
2026-01-02 09:31:56,93.57,609,56984
2026-01-02 09:31:57,93.57,633,59230
2026-01-02 09:31:58,93.57,627,58668
2026-01-02 09:31:59,93.57,629,58856
2026-01-02 09:32:00,93.57,661,61850
2026-01-02 09:32:01,93.57,622,58201
2026-01-02 09:32:02,93.57,675,63160
2026-01-02 09:32:03,93.57,645,60353
2026-01-02 09:32:04,93.57,602,56329
2026-01-02 09:32:05,93.57,609,56984
2026-01-02 09:32:06,93.57,636,59511
2026-01-02 09:32:07,93.57,632,59136
2026-01-02 09:32:08,93.57,667,62411
2026-01-02 09:32:09,93.57,663,62037
2026-01-02 09:32:10,93.57,671,62785
2026-01-02 09:32:11,93.57,611,57171
2026-01-02 09:32:12,93.57,677,63347
2026-01-02 09:32:13,93.57,622,58201
2026-01-02 09:32:14,93.57,643,60166
2026-01-02 09:32:15,93.57,637,59604
2026-01-02 09:32:16,93.57,682,63815
2026-01-02 09:32:17,93.57,590,55206
2026-01-02 09:32:18,93.57,636,59511
2026-01-02 09:32:19,93.57,649,60727
2026-01-02 09:32:20,93.57,642,60072
2026-01-02 09:32:21,93.57,607,56797
2026-01-02 09:32:22,93.57,650,60820
2026-01-02 09:32:23,93.57,653,61101
2026-01-02 09:32:24,93.57,638,59698
2026-01-02 09:32:25,93.57,645,60353
2026-01-02 09:32:26,93.57,628,58762
2026-01-02 09:32:27,93.57,598,55955
2026-01-02 09:32:28,93.57,580,54271
2026-01-02 09:32:29,93.57,647,60540
2026-01-02 09:32:30,93.57,648,60633
2026-01-02 09:32:31,93.57,652,61008
2026-01-02 09:32:32,93.57,619,57920
2026-01-02 09:32:33,93.57,568,53148
2026-01-02 09:32:34,93.57,636,59511
2026-01-02 09:32:35,93.57,631,59043
2026-01-02 09:32:36,93.57,620,58013
2026-01-02 09:32:37,93.57,673,62973
2026-01-02 09:32:38,93.57,591,55300
2026-01-02 09:32:39,93.57,607,56797
2026-01-02 09:32:40,93.57,607,56797
2026-01-02 09:32:41,93.57,622,58201
2026-01-02 09:32:42,93.57,659,61663
2026-01-02 09:32:43,93.57,636,59511
2026-01-02 09:32:44,93.57,632,59136
2026-01-02 09:32:45,93.57,638,59698
2026-01-02 09:32:46,93.57,633,59230
2026-01-02 09:32:47,93.57,627,58668
2026-01-02 09:32:48,93.57,609,56984
2026-01-02 09:32:49,93.57,624,58388
2026-01-02 09:32:50,93.57,664,62130
2026-01-02 09:32:51,93.57,611,57171
2026-01-02 09:32:52,93.57,640,59885
2026-01-02 09:32:53,93.57,650,60820
2026-01-02 09:32:54,93.57,627,58668
2026-01-02 09:32:55,93.57,628,58762
2026-01-02 09:32:56,93.57,611,57171
2026-01-02 09:32:57,93.57,581,54364
2026-01-02 09:32:58,93.57,618,57826
2026-01-02 09:32:59,93.57,659,61663
2026-01-02 09:33:00,93.57,661,61850
2026-01-02 09:33:01,93.57,596,55768
2026-01-02 09:33:02,93.57,649,60727
2026-01-02 09:33:03,93.57,630,58949
2026-01-02 09:33:04,93.57,626,58575
2026-01-02 09:33:05,93.57,591,55300
2026-01-02 09:33:06,93.57,618,57826
2026-01-02 09:33:07,93.57,617,57733
2026-01-02 09:33:08,93.57,608,56891
2026-01-02 09:33:09,93.57,663,62037
2026-01-02 09:33:10,93.57,613,57358
2026-01-02 09:33:11,93.57,601,56236
2026-01-02 09:33:12,93.57,613,57358
2026-01-02 09:33:13,93.70,609,57063
2026-01-02 09:33:14,96.51,644,62152
2026-01-02 09:33:15,101.58,682,69278
2026-01-02 09:33:16,102.48,643,65895
2026-01-02 09:33:17,102.48,647,66305
2026-01-02 09:33:18,102.48,600,61488
2026-01-02 09:33:19,102.48,630,64562
2026-01-02 09:33:20,102.44,686,70274
2026-01-02 09:33:21,102.48,613,62820
2026-01-02 09:33:22,102.48,632,64767
2026-01-02 09:33:23,102.48,642,65792
2026-01-02 09:33:24,102.48,684,70096
2026-01-02 09:33:25,100.99,641,64735
2026-01-02 09:33:26,102.48,601,61590
2026-01-02 09:33:27,102.48,664,68047
2026-01-02 09:33:28,102.48,556,56979
2026-01-02 09:33:29,102.48,639,65485
2026-01-02 09:33:30,102.48,674,69072
2026-01-02 09:33:31,102.48,618,63333
2026-01-02 09:33:32,102.48,604,61898
2026-01-02 09:33:33,102.48,609,62410
2026-01-02 09:33:34,102.48,635,65075
2026-01-02 09:33:35,102.48,663,67944
2026-01-02 09:33:36,102.48,607,62205
2026-01-02 09:33:37,102.48,606,62103
2026-01-02 09:33:38,102.48,591,60566
2026-01-02 09:33:39,102.48,671,68764
2026-01-02 09:33:40,102.48,611,62615
2026-01-02 09:33:41,102.48,638,65382
2026-01-02 09:33:42,102.48,595,60976
2026-01-02 09:33:43,102.48,650,66612
2026-01-02 09:33:44,102.48,631,64665
2026-01-02 09:33:45,102.48,612,62718
2026-01-02 09:33:46,102.48,637,65280
2026-01-02 09:33:47,102.48,600,61488
2026-01-02 09:33:48,102.48,656,67227
2026-01-02 09:33:49,102.48,607,62205
2026-01-02 09:33:50,102.48,636,65177
2026-01-02 09:33:51,102.48,620,63538
2026-01-02 09:33:52,102.48,648,66407
2026-01-02 09:33:53,102.48,645,66100
2026-01-02 09:33:54,100.23,670,67154
2026-01-02 09:33:55,101.59,604,61360
2026-01-02 09:33:56,98.76,656,64787
2026-01-02 09:33:57,100.02,566,56611
2026-01-02 09:33:58,101.77,586,59637
2026-01-02 09:33:59,100.38,617,61934
2026-01-02 09:34:00,100.53,675,67858
2026-01-02 09:34:01,101.70,620,63054
2026-01-02 09:34:02,99.12,616,61058
2026-01-02 09:34:03,101.43,606,61467
2026-01-02 09:34:04,101.51,625,63444
2026-01-02 09:34:05,101.83,635,64662
2026-01-02 09:34:06,102.48,647,66305
2026-01-02 09:34:07,102.48,663,67944
2026-01-02 09:34:08,102.48,621,63640
2026-01-02 09:34:09,102.48,657,67329
2026-01-02 09:34:10,99.90,649,64835
2026-01-02 09:34:11,98.44,621,61131
2026-01-02 09:34:12,93.62,696,65160
2026-01-02 09:34:13,93.82,657,61640
2026-01-02 09:34:14,96.22,612,58887
2026-01-02 09:34:15,94.20,637,60005
2026-01-02 09:34:16,97.65,664,64840
2026-01-02 09:34:17,98.56,620,61107
2026-01-02 09:34:18,97.75,621,60703
2026-01-02 09:34:19,97.04,646,62688
2026-01-02 09:34:20,95.63,609,58239
2026-01-02 09:34:21,98.99,654,64739
2026-01-02 09:34:22,100.15,608,60891
2026-01-02 09:34:23,100.14,632,63288
2026-01-02 09:34:24,99.21,599,59427
2026-01-02 09:34:25,98.52,640,63053
2026-01-02 09:34:26,98.97,583,57700
2026-01-02 09:34:27,98.55,620,61101
2026-01-02 09:34:28,98.27,602,59159
2026-01-02 09:34:29,95.88,581,55706
2026-01-02 09:34:30,97.05,597,57939
2026-01-02 09:34:31,93.57,637,59604
2026-01-02 09:34:32,93.57,671,62785
2026-01-02 09:34:33,93.57,605,56610
2026-01-02 09:34:34,93.95,642,60316
2026-01-02 09:34:35,93.57,592,55393
2026-01-02 09:34:36,94.15,580,54607
2026-01-02 09:34:37,93.57,652,61008
2026-01-02 09:34:38,95.07,593,56377
2026-01-02 09:34:39,93.61,624,58413
2026-01-02 09:34:40,94.99,548,52055
2026-01-02 09:34:41,96.09,595,57174
2026-01-02 09:34:42,98.21,624,61283
2026-01-02 09:34:43,99.43,669,66519
2026-01-02 09:34:44,100.64,637,64108
2026-01-02 09:34:45,97.89,594,58147
2026-01-02 09:34:46,95.66,626,59883
2026-01-02 09:34:47,94.51,611,57746
2026-01-02 09:34:48,93.57,657,61475
2026-01-02 09:34:49,93.57,588,55019
2026-01-02 09:34:50,93.57,584,54645
2026-01-02 09:34:51,93.57,614,57452
2026-01-02 09:34:52,93.89,588,55207
2026-01-02 09:34:53,93.57,607,56797
2026-01-02 09:34:54,93.57,616,57639
2026-01-02 09:34:55,93.57,601,56236
2026-01-02 09:34:56,93.57,615,57546
2026-01-02 09:34:57,93.57,606,56703
2026-01-02 09:34:58,93.90,645,60566
2026-01-02 09:34:59,93.65,641,60030
2026-01-02 09:35:00,95.15,610,58042
2026-01-02 09:35:01,94.81,606,57455
2026-01-02 09:35:02,93.57,637,59604
2026-01-02 09:35:03,93.57,581,54364
2026-01-02 09:35:04,95.24,627,59715
2026-01-02 09:35:05,93.57,608,56891
2026-01-02 09:35:06,93.57,610,57078
2026-01-02 09:35:07,93.57,651,60914
2026-01-02 09:35:08,98.01,635,62236
2026-01-02 09:35:09,98.64,614,60565
2026-01-02 09:35:10,96.73,676,65389
2026-01-02 09:35:11,95.35,615,58640
2026-01-02 09:35:12,95.74,591,56582
2026-01-02 09:35:13,100.37,562,56408
2026-01-02 09:35:14,97.89,607,59419
2026-01-02 09:35:15,95.27,587,55923
2026-01-02 09:35:16,96.80,576,55757
2026-01-02 09:35:17,98.80,608,60070
2026-01-02 09:35:18,93.57,683,63908
2026-01-02 09:35:19,93.57,651,60914
2026-01-02 09:35:20,93.57,608,56891
2026-01-02 09:35:21,93.57,609,56984
2026-01-02 09:35:22,93.81,627,58819
2026-01-02 09:35:23,96.15,628,60382
2026-01-02 09:35:24,93.57,655,61288
2026-01-02 09:35:25,93.57,592,55393
2026-01-02 09:35:26,93.57,624,58388
2026-01-02 09:35:27,93.57,637,59604
2026-01-02 09:35:28,93.57,575,53803
2026-01-02 09:35:29,93.57,642,60072
2026-01-02 09:35:30,93.57,604,56516
2026-01-02 09:35:31,93.57,616,57639
2026-01-02 09:35:32,93.57,589,55113
2026-01-02 09:35:33,93.57,616,57639
2026-01-02 09:35:34,93.57,598,55955
2026-01-02 09:35:35,93.57,600,56142
2026-01-02 09:35:36,93.57,637,59604
2026-01-02 09:35:37,93.57,638,59698
2026-01-02 09:35:38,93.57,620,58013
2026-01-02 09:35:39,93.57,626,58575
2026-01-02 09:35:40,93.57,599,56048
2026-01-02 09:35:41,93.57,600,56142
2026-01-02 09:35:42,93.57,589,55113
2026-01-02 09:35:43,93.57,569,53241
2026-01-02 09:35:44,93.57,650,60820
2026-01-02 09:35:45,93.57,594,55581
2026-01-02 09:35:46,93.57,594,55581
2026-01-02 09:35:47,93.57,616,57639
2026-01-02 09:35:48,93.57,616,57639
2026-01-02 09:35:49,93.57,619,57920
2026-01-02 09:35:50,93.57,607,56797
2026-01-02 09:35:51,93.57,606,56703
2026-01-02 09:35:52,93.57,644,60259
2026-01-02 09:35:53,93.57,613,57358
2026-01-02 09:35:54,93.57,605,56610
2026-01-02 09:35:55,93.57,595,55674
2026-01-02 09:35:56,93.57,638,59698
2026-01-02 09:35:57,93.57,595,55674
2026-01-02 09:35:58,93.57,615,57546
2026-01-02 09:35:59,93.57,633,59230
2026-01-02 09:36:00,93.57,585,54738
2026-01-02 09:36:01,93.57,590,55206
2026-01-02 09:36:02,93.57,611,57171
2026-01-02 09:36:03,93.57,562,52586
2026-01-02 09:36:04,93.57,598,55955
2026-01-02 09:36:05,93.57,595,55674
2026-01-02 09:36:06,93.57,554,51838
2026-01-02 09:36:07,93.57,581,54364
2026-01-02 09:36:08,93.57,642,60072
2026-01-02 09:36:09,93.57,588,55019
2026-01-02 09:36:10,93.57,594,55581
2026-01-02 09:36:11,93.57,633,59230
2026-01-02 09:36:12,93.57,632,59136
2026-01-02 09:36:13,93.57,554,51838
2026-01-02 09:36:14,93.57,637,59604
2026-01-02 09:36:15,93.57,627,58668
2026-01-02 09:36:16,93.57,605,56610
2026-01-02 09:36:17,93.57,611,57171
2026-01-02 09:36:18,93.57,590,55206
2026-01-02 09:36:19,93.57,602,56329
2026-01-02 09:36:20,93.57,573,53616
2026-01-02 09:36:21,93.57,610,57078
2026-01-02 09:36:22,93.57,578,54083
2026-01-02 09:36:23,93.57,596,55768
2026-01-02 09:36:24,93.57,635,59417
2026-01-02 09:36:25,93.57,604,56516
2026-01-02 09:36:26,93.57,611,57171
2026-01-02 09:36:27,93.57,627,58668
2026-01-02 09:36:28,93.57,610,57078
2026-01-02 09:36:29,93.57,595,55674
2026-01-02 09:36:30,93.57,575,53803
2026-01-02 09:36:31,93.57,613,57358
2026-01-02 09:36:32,93.57,571,53428
2026-01-02 09:36:33,93.57,618,57826
2026-01-02 09:36:34,93.57,595,55674
2026-01-02 09:36:35,93.57,583,54551
2026-01-02 09:36:36,93.57,586,54832
2026-01-02 09:36:37,93.57,613,57358
2026-01-02 09:36:38,93.57,593,55487
2026-01-02 09:36:39,93.57,612,57265
2026-01-02 09:36:40,93.57,578,54083
2026-01-02 09:36:41,93.57,602,56329
2026-01-02 09:36:42,93.57,595,55674
2026-01-02 09:36:43,93.57,624,58388
2026-01-02 09:36:44,93.57,608,56891
2026-01-02 09:36:45,93.57,619,57920
2026-01-02 09:36:46,93.57,598,55955
2026-01-02 09:36:47,93.57,602,56329
2026-01-02 09:36:48,93.57,570,53335
2026-01-02 09:36:49,93.57,596,55768
2026-01-02 09:36:50,93.57,596,55768
2026-01-02 09:36:51,93.57,636,59511
2026-01-02 09:36:52,93.57,644,60259
2026-01-02 09:36:53,93.57,554,51838
2026-01-02 09:36:54,93.57,614,57452
2026-01-02 09:36:55,93.57,620,58013
2026-01-02 09:36:56,93.57,577,53990
2026-01-02 09:36:57,93.57,616,57639
2026-01-02 09:36:58,93.57,590,55206
2026-01-02 09:36:59,93.57,589,55113
2026-01-02 09:37:00,93.57,576,53896
2026-01-02 09:37:01,93.57,603,56423
2026-01-02 09:37:02,93.57,594,55581
2026-01-02 09:37:03,93.57,572,53522
2026-01-02 09:37:04,93.57,612,57265
2026-01-02 09:37:05,93.57,642,60072
2026-01-02 09:37:06,93.57,568,53148
2026-01-02 09:37:07,93.57,623,58294
2026-01-02 09:37:08,93.57,592,55393
2026-01-02 09:37:09,93.57,592,55393
2026-01-02 09:37:10,93.57,577,53990
2026-01-02 09:37:11,93.57,598,55955
2026-01-02 09:37:12,93.57,594,55581
2026-01-02 09:37:13,93.57,606,56703
2026-01-02 09:37:14,93.57,617,57733
2026-01-02 09:37:15,93.57,619,57920
2026-01-02 09:37:16,93.57,567,53054
2026-01-02 09:37:17,93.57,631,59043
2026-01-02 09:37:18,93.57,605,56610
2026-01-02 09:37:19,93.57,615,57546
2026-01-02 09:37:20,93.57,610,57078
2026-01-02 09:37:21,93.57,569,53241
2026-01-02 09:37:22,93.57,625,58481
2026-01-02 09:37:23,93.57,574,53709
2026-01-02 09:37:24,93.57,627,58668
2026-01-02 09:37:25,93.57,592,55393
2026-01-02 09:37:26,93.57,613,57358
2026-01-02 09:37:27,93.57,623,58294
2026-01-02 09:37:28,93.57,624,58388
2026-01-02 09:37:29,93.57,613,57358
2026-01-02 09:37:30,93.57,634,59323
2026-01-02 09:37:31,93.57,593,55487
2026-01-02 09:37:32,93.57,620,58013
2026-01-02 09:37:33,93.57,588,55019
2026-01-02 09:37:34,93.57,604,56516
2026-01-02 09:37:35,93.57,593,55487
2026-01-02 09:37:36,93.57,557,52118
2026-01-02 09:37:37,93.57,618,57826
2026-01-02 09:37:38,93.57,601,56236
2026-01-02 09:37:39,93.57,619,57920
2026-01-02 09:37:40,93.57,599,56048
2026-01-02 09:37:41,93.57,603,56423
2026-01-02 09:37:42,93.57,623,58294
2026-01-02 09:37:43,93.57,643,60166
2026-01-02 09:37:44,93.57,593,55487
2026-01-02 09:37:45,93.57,616,57639
2026-01-02 09:37:46,93.57,620,58013
2026-01-02 09:37:47,93.57,606,56703
2026-01-02 09:37:48,93.57,585,54738
2026-01-02 09:37:49,93.57,618,57826
2026-01-02 09:37:50,93.57,618,57826
2026-01-02 09:37:51,93.57,600,56142
2026-01-02 09:37:52,93.57,611,57171
2026-01-02 09:37:53,93.57,603,56423
2026-01-02 09:37:54,93.57,640,59885
2026-01-02 09:37:55,93.57,597,55861
2026-01-02 09:37:56,93.57,577,53990
2026-01-02 09:37:57,93.57,555,51931
2026-01-02 09:37:58,93.57,599,56048
2026-01-02 09:37:59,93.57,613,57358
2026-01-02 09:38:00,93.57,605,56610
2026-01-02 09:38:01,93.57,603,56423
2026-01-02 09:38:02,93.57,577,53990
2026-01-02 09:38:03,93.57,556,52025
2026-01-02 09:38:04,93.57,596,55768
2026-01-02 09:38:05,93.57,601,56236
2026-01-02 09:38:06,93.57,601,56236
2026-01-02 09:38:07,93.57,570,53335
2026-01-02 09:38:08,93.57,614,57452
2026-01-02 09:38:09,93.57,613,57358
2026-01-02 09:38:10,93.57,609,56984
2026-01-02 09:38:11,93.57,615,57546
2026-01-02 09:38:12,93.57,652,61008
2026-01-02 09:38:13,93.57,602,56329
2026-01-02 09:38:14,93.57,590,55206
2026-01-02 09:38:15,93.57,583,54551
2026-01-02 09:38:16,93.57,641,59978
2026-01-02 09:38:17,93.57,601,56236
2026-01-02 09:38:18,93.57,596,55768
2026-01-02 09:38:19,93.57,625,58481
2026-01-02 09:38:20,93.57,535,50060
2026-01-02 09:38:21,93.57,594,55581
2026-01-02 09:38:22,93.57,632,59136
2026-01-02 09:38:23,93.57,576,53896
2026-01-02 09:38:24,93.57,592,55393
2026-01-02 09:38:25,93.57,583,54551
2026-01-02 09:38:26,93.57,602,56329
2026-01-02 09:38:27,93.57,608,56891
2026-01-02 09:38:28,93.57,562,52586
2026-01-02 09:38:29,93.57,584,54645
2026-01-02 09:38:30,93.57,558,52212
2026-01-02 09:38:31,93.57,545,50996
2026-01-02 09:38:32,93.57,586,54832
2026-01-02 09:38:33,93.57,584,54645
2026-01-02 09:38:34,93.57,547,51183
2026-01-02 09:38:35,93.57,577,53990
2026-01-02 09:38:36,93.57,538,50341
2026-01-02 09:38:37,93.57,584,54645
2026-01-02 09:38:38,93.57,623,58294
2026-01-02 09:38:39,93.57,582,54458
2026-01-02 09:38:40,93.57,613,57358
2026-01-02 09:38:41,93.57,594,55581
2026-01-02 09:38:42,93.57,616,57639
2026-01-02 09:38:43,93.57,609,56984
2026-01-02 09:38:44,93.57,583,54551
2026-01-02 09:38:45,93.57,599,56048
2026-01-02 09:38:46,93.57,577,53990
2026-01-02 09:38:47,93.57,610,57078
2026-01-02 09:38:48,93.57,625,58481
2026-01-02 09:38:49,93.57,592,55393
2026-01-02 09:38:50,93.57,572,53522
2026-01-02 09:38:51,93.57,601,56236
2026-01-02 09:38:52,93.57,556,52025
2026-01-02 09:38:53,93.57,569,53241
2026-01-02 09:38:54,93.57,588,55019
2026-01-02 09:38:55,93.57,589,55113
2026-01-02 09:38:56,93.57,557,52118
2026-01-02 09:38:57,93.57,610,57078
2026-01-02 09:38:58,93.57,589,55113
2026-01-02 09:38:59,93.57,576,53896
2026-01-02 09:39:00,93.57,603,56423
2026-01-02 09:39:01,93.57,584,54645
2026-01-02 09:39:02,93.57,584,54645
2026-01-02 09:39:03,93.57,565,52867
2026-01-02 09:39:04,93.57,599,56048
2026-01-02 09:39:05,93.57,613,57358
2026-01-02 09:39:06,93.57,610,57078
2026-01-02 09:39:07,93.57,604,56516
2026-01-02 09:39:08,93.57,564,52773
2026-01-02 09:39:09,93.57,583,54551
2026-01-02 09:39:10,93.57,603,56423
2026-01-02 09:39:11,93.57,596,55768
2026-01-02 09:39:12,93.57,624,58388
2026-01-02 09:39:13,93.57,555,51931
2026-01-02 09:39:14,93.57,574,53709
2026-01-02 09:39:15,93.57,567,53054
2026-01-02 09:39:16,93.57,532,49779
2026-01-02 09:39:17,93.57,606,56703
2026-01-02 09:39:18,93.57,582,54458
2026-01-02 09:39:19,93.57,597,55861
2026-01-02 09:39:20,93.57,597,55861
2026-01-02 09:39:21,93.57,576,53896
2026-01-02 09:39:22,93.57,625,58481
2026-01-02 09:39:23,93.57,626,58575
2026-01-02 09:39:24,93.57,564,52773
2026-01-02 09:39:25,93.57,602,56329
2026-01-02 09:39:26,93.57,599,56048
2026-01-02 09:39:27,93.57,554,51838
2026-01-02 09:39:28,93.57,586,54832
2026-01-02 09:39:29,93.57,563,52680
2026-01-02 09:39:30,93.57,564,52773
2026-01-02 09:39:31,93.57,594,55581
2026-01-02 09:39:32,93.57,561,52493
2026-01-02 09:39:33,93.57,598,55955
2026-01-02 09:39:34,93.57,576,53896
2026-01-02 09:39:35,93.57,601,56236
2026-01-02 09:39:36,93.57,583,54551
2026-01-02 09:39:37,93.57,555,51931
2026-01-02 09:39:38,93.57,559,52306
2026-01-02 09:39:39,93.57,595,55674
2026-01-02 09:39:40,93.57,579,54177
2026-01-02 09:39:41,93.57,582,54458
2026-01-02 09:39:42,93.57,558,52212
2026-01-02 09:39:43,93.57,546,51089
2026-01-02 09:39:44,93.57,628,58762
2026-01-02 09:39:45,93.57,598,55955
2026-01-02 09:39:46,93.57,615,57546
2026-01-02 09:39:47,93.57,547,51183
2026-01-02 09:39:48,93.57,611,57171
2026-01-02 09:39:49,93.57,553,51744
2026-01-02 09:39:50,93.57,543,50809
2026-01-02 09:39:51,93.57,615,57546
2026-01-02 09:39:52,93.57,543,50809
2026-01-02 09:39:53,93.57,576,53896
2026-01-02 09:39:54,93.57,583,54551
2026-01-02 09:39:55,93.57,576,53896
2026-01-02 09:39:56,93.57,628,58762
2026-01-02 09:39:57,93.57,575,53803
2026-01-02 09:39:58,93.57,569,53241
2026-01-02 09:39:59,93.57,549,51370
2026-01-02 09:40:00,93.57,545,50996
2026-01-02 09:40:01,93.57,586,54832
2026-01-02 09:40:02,93.57,655,61288
2026-01-02 09:40:03,93.57,583,54551
2026-01-02 09:40:04,93.57,569,53241
2026-01-02 09:40:05,93.57,564,52773
2026-01-02 09:40:06,93.57,568,53148
2026-01-02 09:40:07,93.57,619,57920
2026-01-02 09:40:08,93.57,560,52399
2026-01-02 09:40:09,93.57,570,53335
2026-01-02 09:40:10,93.57,561,52493
2026-01-02 09:40:11,93.57,576,53896
2026-01-02 09:40:12,93.57,605,56610
2026-01-02 09:40:13,93.57,556,52025
2026-01-02 09:40:14,93.57,578,54083
2026-01-02 09:40:15,93.57,554,51838
2026-01-02 09:40:16,93.57,593,55487
2026-01-02 09:40:17,93.57,547,51183
2026-01-02 09:40:18,93.57,593,55487
2026-01-02 09:40:19,93.57,596,55768
2026-01-02 09:40:20,93.57,551,51557
2026-01-02 09:40:21,93.57,590,55206
2026-01-02 09:40:22,93.57,578,54083
2026-01-02 09:40:23,93.57,616,57639
2026-01-02 09:40:24,93.57,594,55581
2026-01-02 09:40:25,93.57,566,52961
2026-01-02 09:40:26,93.57,601,56236
2026-01-02 09:40:27,93.57,602,56329
2026-01-02 09:40:28,93.57,581,54364
2026-01-02 09:40:29,93.57,571,53428
2026-01-02 09:40:30,93.57,577,53990
2026-01-02 09:40:31,93.57,602,56329
2026-01-02 09:40:32,93.57,581,54364
2026-01-02 09:40:33,93.57,582,54458
2026-01-02 09:40:34,93.57,637,59604
