date,open,close,high,low,volume,amount
2025-05-08,45.87,46.03,46.37,45.80,2795677,128650533
2025-05-09,46.03,46.21,46.43,46.00,4214334,194564360
2025-05-12,46.21,45.61,46.25,45.38,1945503,89228029
2025-05-13,45.61,45.91,46.00,45.50,2445012,111868123
2025-05-14,45.91,45.31,46.18,45.13,5473253,249754073
2025-05-15,45.31,45.71,45.87,45.15,2668921,121457206
2025-05-16,45.71,45.68,45.72,45.39,6292855,287098531
2025-05-19,45.68,45.46,45.76,45.19,5379744,244902089
2025-05-20,45.46,45.77,45.93,45.20,10828066,493659946
2025-05-21,45.77,46.81,46.89,45.58,3372050,156011454
2025-05-22,46.81,46.66,47.04,46.62,2517506,117776617
2025-05-23,46.66,46.89,47.22,46.36,4572425,213909399
2025-05-26,46.89,47.50,47.53,46.46,3377927,159079727
2025-05-27,47.50,47.04,47.56,46.65,868171,40964738
2025-05-28,47.04,47.44,47.63,46.54,3123720,147315148
2025-05-29,47.44,46.75,47.48,46.48,4345050,204375518
2025-05-30,46.75,47.37,47.42,46.53,1022102,48057184
2025-06-03,47.37,47.50,47.97,47.02,2214018,105088280
2025-06-04,47.50,47.69,47.74,47.05,4088911,194204029
2025-06-05,47.69,47.28,47.98,46.83,6536435,310124498
2025-06-06,47.28,46.90,47.87,46.57,3567437,168212789
2025-06-09,46.90,46.96,47.08,46.61,4653407,218171648
2025-06-10,46.96,47.01,47.10,46.76,5302539,248988709
2025-06-11,47.01,46.51,47.02,46.39,4647505,217190243
2025-06-12,46.51,46.77,47.13,46.44,2576311,120345063
2025-06-13,46.77,47.24,47.32,46.59,7476773,351260344
2025-06-16,47.24,46.80,47.38,46.27,3882299,182168642
2025-06-17,46.80,47.07,47.13,46.75,2568458,120557162
2025-06-18,47.07,47.20,47.59,46.89,3127165,147563021
2025-06-19,47.20,47.21,47.54,47.09,4954228,234133452
2025-06-20,47.21,48.18,48.20,46.82,8771795,417547014
2025-06-23,48.18,48.46,48.53,47.76,3818130,184150602
2025-06-24,48.46,48.26,48.51,47.99,4550075,219799971
2025-06-25,48.26,49.33,49.65,48.13,4349489,212436214
2025-06-26,49.33,48.85,49.58,48.33,4105020,201238441
2025-06-27,48.85,48.27,49.05,48.10,3386641,164475421
2025-06-30,48.27,48.00,48.58,47.71,5177075,249220433
2025-07-01,48.00,48.06,48.06,47.76,5620637,269625937
2025-07-02,48.06,48.72,48.73,47.87,4567947,220834018
2025-07-03,48.72,48.52,48.97,48.36,6018277,292745563
2025-07-04,48.52,48.55,48.56,48.00,6958225,336831531
2025-07-07,48.55,47.44,48.74,47.44,2114691,101591238
2025-07-08,47.44,47.27,47.49,47.02,3404109,161028696
2025-07-09,47.27,47.55,47.65,47.20,2985845,141579493
2025-07-10,47.55,47.71,47.85,46.97,5654058,268691350
2025-07-11,47.71,46.44,48.23,46.42,5640895,266252371
2025-07-14,46.44,47.10,47.30,46.06,5150976,240680851
2025-07-15,47.10,47.52,47.72,46.97,3253394,153981512
2025-07-16,47.52,46.75,47.76,46.68,5259266,248121523
2025-07-17,46.75,47.38,47.55,46.65,3748819,176501000
2025-07-18,47.38,47.60,47.86,47.27,3097794,147227365
2025-07-21,47.60,47.95,48.25,47.53,4927402,235693377
2025-07-22,47.95,47.63,48.39,47.07,3536021,168886611
2025-07-23,47.63,46.97,48.08,46.73,9852433,466537614
2025-07-24,46.97,46.90,47.13,46.82,875776,41122796
2025-07-25,46.90,46.43,47.32,46.03,2201858,102759456
2025-07-28,46.43,46.94,47.02,46.42,1002258,46807568
2025-07-29,46.94,46.34,47.29,45.92,4845625,225914807
2025-07-30,46.34,46.15,46.67,46.14,9700387,449380414
2025-07-31,46.15,46.20,46.34,46.13,3427450,158362251
2025-08-01,46.20,46.33,47.04,46.12,5774309,268052544
2025-08-04,46.33,46.49,46.71,45.88,5525531,256119954
2025-08-05,46.49,46.52,46.81,46.40,3942763,183554844
2025-08-06,46.52,46.85,47.13,46.22,1974801,92187561
2025-08-07,46.85,47.37,47.41,46.25,4991444,234449963
2025-08-08,47.37,46.50,47.38,46.33,3524368,165271356
2025-08-11,46.50,46.33,46.80,45.84,7593732,352104672
2025-08-12,46.33,45.61,46.34,45.57,4904462,225425769
2025-08-13,45.61,46.02,46.23,45.59,3253689,149221561
2025-08-14,46.02,45.71,46.35,45.64,4059820,186464718
2025-08-15,45.71,45.47,46.16,45.30,9274592,423478310
2025-08-18,45.47,45.07,45.64,44.95,4067805,184193687
2025-08-19,45.07,45.32,45.37,44.84,5793495,261583744
2025-08-20,45.32,45.59,45.60,44.99,4576719,207666497
2025-08-21,45.59,44.80,45.87,44.53,7683346,347273172
2025-08-22,44.80,45.11,45.87,44.56,6480029,292145167
2025-08-25,45.11,45.33,45.61,44.80,6619493,299270663
2025-08-26,45.33,45.65,45.97,45.15,4277770,194745814
2025-08-27,45.65,45.93,46.22,45.45,8332503,381725359
2025-08-28,45.93,44.69,46.01,44.62,7676399,347854232
2025-08-29,44.69,44.23,44.77,44.19,12329931,548346190
2025-09-01,44.23,44.52,45.14,44.19,4197021,186859464
2025-09-02,44.52,44.56,44.69,44.14,4550328,202386459
2025-09-03,44.56,44.34,44.75,44.22,2290539,101852479
2025-09-04,44.34,44.41,44.49,44.29,2020392,89671345
2025-09-05,44.41,43.95,45.04,43.77,6575612,291253729
2025-09-08,43.95,43.61,44.08,43.44,8425282,368760630
2025-09-09,43.61,43.95,44.39,43.39,3020969,132418739
2025-09-10,43.95,44.23,44.30,43.74,7315207,322248779
2025-09-11,44.23,44.72,44.91,44.18,6887054,306516699
2025-09-12,44.72,44.11,45.03,44.06,3872451,172249753
2025-09-16,44.11,43.62,44.20,43.38,3171406,138997054
2025-09-17,43.62,43.76,43.81,43.45,3318405,144882752
2025-09-18,43.76,44.37,44.46,43.74,3296800,145326880
2025-09-19,44.37,43.45,44.67,43.44,4103280,180469886
2025-09-22,43.45,43.74,43.87,43.07,3935167,171303944
2025-09-23,43.74,44.37,44.37,43.25,8877488,390014811
2025-09-24,44.37,43.98,44.80,43.97,7859020,348005015
2025-09-25,43.98,43.49,44.41,42.97,1764500,77126198
2025-09-26,43.49,43.32,43.53,43.32,6477027,281206571
2025-09-29,43.32,42.91,43.39,42.65,3486145,150139463
2025-09-30,42.91,42.67,43.09,42.54,4204906,179970808
2025-10-09,42.67,42.66,42.70,42.47,9169688,390860979
2025-10-10,42.66,42.60,43.01,42.37,6845388,292015092
2025-10-13,42.60,42.72,43.06,42.46,9186743,392372817
2025-10-14,42.72,42.49,42.84,42.17,5674239,241474253
2025-10-15,42.49,41.96,42.54,41.86,3842147,162186416
2025-10-16,41.96,42.64,42.68,41.80,5678125,240017465
2025-10-17,42.64,42.37,42.87,42.24,8879979,377645297
2025-10-20,42.37,42.93,43.64,42.08,3401879,145453212
2025-10-21,42.93,43.19,43.30,42.90,6298660,271358458
2025-10-22,43.19,43.34,43.51,43.19,2107536,91267074
2025-10-23,43.34,43.84,43.97,43.26,6353371,276998368
2025-10-24,43.84,44.23,44.54,43.68,4615735,203420747
2025-10-27,44.23,43.97,44.39,43.88,4845003,213747091
2025-10-28,43.97,43.89,44.16,43.49,9068898,397923487
2025-10-29,43.89,43.82,44.29,43.54,4149132,182077464
2025-10-30,43.82,44.07,44.31,43.73,7924940,348565314
2025-10-31,44.07,44.86,44.91,43.74,4466477,198292845
2025-11-03,44.86,44.88,45.15,44.68,4164602,186956086
2025-11-04,44.88,45.48,46.00,44.80,2490316,112786118
2025-11-05,45.48,45.76,45.77,44.92,2752715,125202980
2025-11-06,45.76,45.56,46.07,45.51,5944328,271787846
2025-11-07,45.56,45.84,45.97,45.33,2158828,98599291
2025-11-10,45.84,45.76,45.84,45.48,2752987,125890388
2025-11-11,45.76,46.36,46.40,45.38,8034505,369394449
2025-11-12,46.36,46.31,46.77,46.24,6700286,311024581
2025-11-13,46.31,46.34,46.47,45.96,5137681,237723993
2025-11-14,46.34,45.74,46.66,45.72,6780941,312698540
2025-11-17,45.74,45.50,45.99,45.32,2883346,131580600
2025-11-18,45.50,45.48,45.52,45.35,5848568,265889486
2025-11-19,45.48,46.03,46.33,45.34,3859026,176722311
2025-11-20,46.03,46.25,46.30,45.96,5065718,233695657
2025-11-21,46.25,46.33,46.49,45.94,10002431,462645753
2025-11-24,46.33,46.00,46.47,45.80,1560188,72002844
2025-11-25,46.00,46.65,46.95,45.85,5519257,255886792
2025-11-26,46.65,46.62,46.73,46.61,5221344,243577111
2025-11-27,46.62,47.20,47.47,46.39,6766210,317461494
2025-11-28,47.20,47.71,48.15,46.90,4028357,191310331
2025-12-01,47.71,47.57,47.81,47.04,3657688,173861354
2025-12-02,47.57,47.04,47.77,46.58,8306936,392422649
2025-12-03,47.04,47.34,47.62,47.01,1888699,89247806
2025-12-04,47.34,46.78,47.37,46.78,2486126,117021199
2025-12-05,46.78,46.60,47.15,46.50,2369376,110786452
2025-12-08,46.60,47.44,47.56,46.49,10163622,477924303
2025-12-09,47.44,47.66,47.68,46.93,2110000,100066980
2025-12-10,47.66,47.08,47.84,47.02,8186588,388035338
2025-12-11,47.08,46.87,47.61,46.84,4007587,188757483
2025-12-12,46.87,46.69,46.92,46.41,1242336,58046599
2025-12-15,46.69,46.35,46.99,46.32,509472,23734255
2025-12-16,46.35,46.66,46.86,46.28,8802808,409657579
2025-12-17,46.66,46.14,46.77,45.74,4906685,227297400
2025-12-18,46.14,46.34,46.56,46.07,5581892,258317069
2025-12-19,46.34,46.45,46.55,46.22,3557268,165023662
2025-12-22,46.45,45.81,46.76,45.72,4406432,203512819
2025-12-23,45.81,45.65,45.98,45.33,2478089,113220797
2025-12-24,45.65,44.95,45.66,44.87,3012443,136402430
2025-12-25,44.95,45.25,45.30,44.69,8795420,396201081
2025-12-26,45.25,44.42,45.42,44.35,2649997,118882536
2025-12-29,44.42,44.77,45.25,44.05,9807721,437633102
2025-12-30,44.77,45.30,45.65,44.67,6934322,312703319
2025-12-31,45.30,44.81,45.32,44.52,6587046,296322271
2026-01-02,44.81,45.03,45.12,44.81,3066252,137801062
