date,open,close,high,low,volume,amount
2025-06-25,256.66,255.49,262.01,252.80,1348117,346115268
2025-06-26,255.49,256.27,259.61,254.78,6840963,1754947627
2025-06-27,256.27,257.98,264.64,254.78,3862854,998230319
2025-06-30,257.98,269.80,270.29,256.86,6269023,1653357315
2025-07-01,269.80,276.07,279.23,269.54,4572616,1251347826
2025-07-02,276.07,268.46,277.15,268.26,1042224,283990038
2025-07-03,268.46,273.58,275.64,263.10,5721077,1545801037
2025-07-04,273.58,270.27,278.05,269.41,5145974,1403964956
2025-07-07,270.27,266.87,272.80,266.01,5556516,1494642900
2025-07-08,266.87,271.52,274.00,265.48,6594837,1777098127
2025-07-09,271.52,268.24,271.61,263.56,3607616,969474388
2025-07-10,268.24,267.96,271.88,267.53,2902720,780545016
2025-07-11,267.96,271.50,280.68,264.69,4514799,1224440317
2025-07-14,271.50,277.12,281.82,268.87,2174470,597602639
2025-07-15,277.12,271.01,286.06,267.55,1074953,296081915
2025-07-16,271.01,275.01,277.09,266.40,3730657,1016158083
2025-07-17,275.01,273.55,281.36,271.35,8836784,2432938091
2025-07-18,273.55,283.16,286.29,270.43,3580314,996601534
2025-07-21,283.16,290.23,294.20,280.80,1325395,380517114
2025-07-22,290.23,291.72,294.55,289.53,3118353,909015584
2025-07-23,291.72,296.43,298.77,291.64,1072002,315857119
2025-07-24,296.43,312.66,318.70,292.33,2937098,895897359
2025-07-25,312.66,312.89,316.26,310.59,5606665,1755442972
2025-07-28,312.89,324.03,326.08,307.15,2343757,744231982
2025-07-29,324.03,328.24,331.25,320.93,3899429,1271644153
2025-07-30,328.24,335.30,338.29,323.72,1636142,542194493
2025-07-31,335.30,326.12,339.98,325.54,2314622,767842445
2025-08-01,326.12,331.76,334.20,325.42,4180120,1376824984
2025-08-04,331.76,334.51,340.02,325.08,3259132,1084783545
2025-08-05,334.51,326.63,338.82,320.34,4463452,1473274812
2025-08-06,326.63,328.13,336.63,321.38,5090092,1670523774
2025-08-07,328.13,318.17,332.31,316.66,100000,32381431
2025-08-08,318.17,307.42,324.58,305.47,1894497,594700853
2025-08-11,307.42,301.25,310.27,300.76,2113635,644498692
2025-08-12,301.25,295.62,303.14,294.37,2409823,719560964
2025-08-13,295.62,294.01,301.50,291.25,7358787,2175210316
2025-08-14,294.01,292.07,294.20,281.78,2101194,610427121
2025-08-15,292.07,284.74,292.09,283.48,1026456,295714939
2025-08-18,284.74,276.39,290.93,276.14,5285489,1490767553
2025-08-19,276.39,280.17,284.91,271.90,3698201,1029369260
2025-08-20,280.17,279.89,280.85,274.76,7418782,2069232480
2025-08-21,279.89,277.90,280.96,273.64,971667,270216644
2025-08-22,277.90,273.46,285.97,264.41,3938669,1084843103
2025-08-25,273.46,280.84,282.85,270.97,3049387,844766987
2025-08-26,280.84,288.64,294.86,277.18,4007746,1143722386
2025-08-27,288.64,285.04,288.84,278.37,4931754,1406656005
2025-08-28,285.04,290.67,292.83,277.38,3725887,1067402912
2025-08-29,290.67,294.12,296.61,288.22,5800057,1695971405
2025-09-01,294.12,288.42,294.16,285.18,5537301,1608413637
2025-09-02,288.42,285.19,291.55,284.12,1007622,289511511
2025-09-03,285.19,290.61,292.27,284.36,3079340,887183935
2025-09-04,290.61,285.92,292.93,283.71,1899744,547677757
2025-09-05,285.92,291.60,292.81,284.98,2410811,696310128
2025-09-08,291.60,285.57,292.27,283.37,4289839,1236348134
2025-09-09,285.57,281.50,288.12,278.15,8539050,2419426086
2025-09-10,281.50,275.24,285.92,274.20,9274897,2589701329
2025-09-11,275.24,286.50,286.83,270.09,5423753,1516835724
2025-09-12,286.50,289.09,292.79,282.04,3836881,1103508773
2025-09-16,289.09,281.35,292.02,276.17,8059760,2294274300
2025-09-17,281.35,289.56,294.37,269.66,3306792,938253899
2025-09-18,289.56,285.97,294.80,283.28,6830174,1969832915
2025-09-19,285.97,286.29,288.84,281.66,2540447,725780700
2025-09-22,286.29,282.62,288.07,277.95,7349100,2085173488
2025-09-23,282.62,286.41,295.21,279.56,3332956,953060358
2025-09-24,286.41,287.19,290.33,285.24,1976529,567842381
2025-09-25,287.19,280.20,290.19,274.72,3485940,986779663
2025-09-26,280.20,280.50,284.25,277.42,8135401,2282720394
2025-09-29,280.50,267.76,282.53,264.93,6144494,1683172010
2025-09-30,267.76,263.66,274.02,255.97,2555416,678085814
2025-10-09,263.66,265.34,270.49,262.73,100000,26555406
2025-10-10,265.34,258.68,267.81,258.39,6527627,1713859879
2025-10-13,258.68,258.05,262.13,255.98,2942859,761348221
2025-10-14,258.05,258.34,259.11,250.30,3652577,936703690
2025-10-15,258.34,264.19,272.10,252.90,2333405,611077371
2025-10-16,264.19,266.87,268.66,262.88,3420962,908780208
2025-10-17,266.87,277.84,285.06,266.82,2490589,682794533
2025-10-20,277.84,272.71,278.49,269.36,3024045,830411561
2025-10-21,272.71,270.10,272.76,267.13,4429000,1198820223
2025-10-22,270.10,274.66,276.60,268.76,3044379,829683369
2025-10-23,274.66,288.52,292.06,270.49,491078,138205778
2025-10-24,288.52,287.50,293.24,286.73,4699327,1358087570
2025-10-27,287.50,281.48,288.91,279.54,2019280,574196820
2025-10-28,281.48,297.24,305.26,280.11,2709340,788478492
2025-10-29,297.24,295.93,299.52,294.95,2821169,837636749
2025-10-30,295.93,298.47,301.45,291.78,4740897,1407600662
2025-10-31,298.47,306.17,309.61,292.70,3672946,1108262580
2025-11-03,306.17,303.96,313.19,301.81,5527650,1693022990
2025-11-04,303.96,293.80,308.35,292.09,4578275,1371430668
2025-11-05,293.80,295.32,299.62,293.43,5123430,1514201509
2025-11-06,295.32,285.12,296.42,281.82,5393114,1562236806
2025-11-07,285.12,281.93,286.65,277.88,3374000,954494675
2025-11-10,281.93,282.91,287.14,281.45,4463263,1264705390
2025-11-11,282.91,289.18,291.49,279.45,5341968,1526506281
2025-11-12,289.18,290.78,291.29,287.57,2227291,645254781
2025-11-13,290.78,294.07,296.74,288.40,7899667,2310646721
2025-11-14,294.07,298.67,301.39,289.70,5696096,1685810094
2025-11-17,298.67,288.80,300.97,288.45,3773556,1110272658
2025-11-18,288.80,293.53,296.96,286.39,3491276,1017431931
2025-11-19,293.53,299.72,306.23,289.95,5660970,1683344716
2025-11-20,299.72,306.14,309.70,297.08,2628403,796824522
2025-11-21,306.14,309.06,317.86,305.64,6112484,1892891831
2025-11-24,309.06,308.49,315.23,305.66,3258342,1008820920
2025-11-25,308.49,308.91,311.09,303.11,1998276,615269675
2025-11-26,308.91,316.95,325.67,307.10,6792498,2137314169
2025-11-27,316.95,297.18,322.77,292.10,6778299,2082617588
2025-11-28,297.18,295.49,301.71,291.64,4411539,1308046299
2025-12-01,295.49,301.95,309.47,294.61,2294959,689359253
2025-12-02,301.95,310.58,314.46,301.55,2745469,843232507
2025-12-03,310.58,312.13,312.76,308.40,2288638,711692528
2025-12-04,312.13,305.92,318.59,299.95,112432,34758049
2025-12-05,305.92,306.16,306.78,305.19,2773788,848823613
2025-12-08,306.16,305.59,308.10,302.31,1855989,567075533
2025-12-09,305.59,303.36,306.27,301.84,4359891,1326554541
2025-12-10,303.36,305.38,306.90,299.69,7256595,2204797962
2025-12-11,305.38,311.92,317.15,302.10,5929588,1833068379
2025-12-12,311.92,304.73,313.56,302.90,7086823,2184717470
2025-12-15,304.73,317.62,319.67,302.45,8419126,2619324208
2025-12-16,317.62,316.20,317.69,310.62,5397692,1703143448
2025-12-17,316.20,320.53,325.07,315.37,690300,220408266
2025-12-18,320.53,312.62,321.78,312.30,4645839,1471843009
2025-12-19,312.62,310.26,313.52,306.35,4457057,1384752688
2025-12-22,310.26,313.94,317.12,309.54,6902959,2158649494
2025-12-23,313.94,316.29,322.13,311.36,5851092,1848524432
2025-12-24,316.29,300.15,322.78,298.92,6940290,2148259733
2025-12-25,300.15,311.40,314.49,299.53,4137967,1267853065
2025-12-26,311.40,306.90,318.69,304.48,2473608,767726781
2025-12-29,306.90,306.99,315.52,305.62,6417195,1981369490
2025-12-30,306.99,299.93,309.84,293.98,3201455,969040179
2025-12-31,299.93,292.08,302.00,288.70,4625283,1367590990
